,sp,ibyt
55279,62286,3787200
55736,62743,3787149
51316,58323,3787143
52227,59234,3786847
51601,58608,3786344
47530,54536,3785778
47009,54015,3785635
47226,54232,3785552
53525,60532,3785289
47337,54343,3784554
24557,30648,3784239
30511,37153,3784001
49019,56025,3783766
57798,64805,3783233
40400,47344,3783007
27306,33824,3783007
50565,57572,3782108
50746,57753,3781714
53904,60911,3781518
48505,55511,3781255
53690,60697,3779887
52598,59605,3779372
48422,55428,3777973
47040,54046,3777961
46951,53957,3777771
56561,63568,3777127
48628,55634,3776993
48096,55102,3776909
36679,43515,3776546
52065,59072,3775692
50252,57259,3775227
56255,63262,3775205
51607,58614,3774513
45843,52849,3774009
50636,57643,3773751
53803,60810,3773596
50270,57277,3773329
53861,60868,3773277
51961,58968,3773176
50934,57941,3772775
33287,40015,3772636
52192,59199,3772378
52557,59564,3772296
30279,36911,3772227
49721,56727,3772187
55484,62491,3771533
27357,33877,3771381
48861,55867,3771065
51197,58204,3770352
36022,42841,3770115
35318,42115,3769484
48418,55424,3769257
49194,56200,3769176
49949,56956,3769171
48057,55063,3769092
50548,57555,3768643
51086,58093,3768099
47615,54621,3767929
52015,59022,3767483
49277,56283,3767146
40636,47588,3767012
50598,57605,3766952
57450,64457,3766725
12509,15775,3766627
47895,54901,3766509
42122,49128,3766262
52522,59529,3765782
53729,60736,3765263
53611,60618,3765160
52783,59790,3763944
50452,57459,3763824
52530,59537,3763819
51228,58235,3763749
51665,58672,3762584
51040,58047,3761983
52995,60002,3761952
2852,3983,3761910
47468,54474,3761731
46178,53184,3761065
47946,54952,3760908
49000,56006,3760660
48062,55068,3760452
49579,56585,3760297
47552,54558,3759478
48751,55757,3759025
36943,43790,3759015
54124,61131,3759001
12996,16387,3758852
46523,53529,3758708
48479,55485,3758037
47656,54662,3757553
39491,46405,3757010
41722,48710,3756218
51861,58868,3755641
50504,57511,3755571
48495,55501,3755041
52610,59617,3755014
54257,61264,3754695
7966,10153,3754097
49319,56325,3753872
54497,61504,3753745
46711,53717,3753479
49181,56187,3753302
53326,60333,3753237
50556,57563,3753229
56916,63923,3753056
55597,62604,3752633
57568,64575,3752135
22608,28206,3751279
53471,60478,3750904
52319,59326,3750866
50343,57350,3750619
48000,55006,3750491
51809,58816,3750310
52569,59576,3750012
47678,54684,3749423
6375,8169,3748949
46776,53782,3748576
49558,56564,3748361
48975,55981,3748189
55631,62638,3747939
57028,64035,3747793
58296,65303,3747674
50328,57335,3747340
51022,58029,3746891
27095,33613,3746514
50492,57499,3745969
53731,60738,3745874
49836,56843,3745479
55798,62805,3745164
46532,53538,3745054
33308,40036,3744871
56100,63107,3744478
30097,36719,3744043
50622,57629,3743627
54782,61789,3743433
51572,58579,3743100
49071,56077,3743018
56072,63079,3742847
58370,65377,3742563
46298,53304,3742509
52401,59408,3741996
53565,60572,3741954
46189,53195,3741798
55778,62785,3741767
57074,64081,3741515
46999,54005,3740031
45319,52325,3739783
52478,59485,3739306
46554,53560,3739241
9212,11695,3738899
49762,56768,3738474
51267,58274,3738249
13512,17037,3738001
50575,57582,3737547
56529,63536,3737357
53723,60730,3737338
51063,58070,3736934
26695,33203,3736679
37136,43992,3736548
46859,53865,3736239
13378,16872,3735764
38475,45362,3735324
50309,57316,3734692
52919,59926,3734518
39304,46214,3733838
45566,52572,3733716
58310,65317,3733578
18053,22539,3732798
53540,60547,3732547
5605,7197,3732515
57915,64922,3732264
58316,65323,3731718
51261,58268,3731253
55916,62923,3731074
10160,12872,3731066
50077,57084,3730571
59740,11071,3730225
47940,54946,3729974
49926,56933,3729865
48033,55039,3729615
39429,46342,3728677
47077,54083,3728398
29026,35600,3728386
36046,42866,3728151
53816,60823,3728139
50170,57177,3727629
53606,60613,3727496
57879,64886,3727488
53426,60433,3727438
46475,53481,3727330
29153,35737,3727078
34510,41284,3726678
40945,47908,3726584
5894,7580,3726302
28365,34920,3726242
49978,56985,3725598
48613,55619,3725302
51844,58851,3725075
47223,54229,3724591
45877,52883,3724499
48627,55633,3724404
57254,64261,3723898
50868,57875,3723868
53159,60166,3723686
55912,62919,3722971
47053,54059,3722805
56632,63639,3721969
48133,55139,3721318
49271,56277,3720918
47848,54854,3720667
48789,55795,3720429
49143,56149,3720067
52774,59781,3719309
31435,38109,3718987
30403,37043,3718719
49569,56575,3718637
49355,56361,3718460
40480,47427,3718066
50288,57295,3716258
45257,52263,3716131
45703,52709,3715799
47058,54064,3715541
48167,55173,3715106
51942,58949,3714928
11211,14147,3714744
55892,62899,3714711
24139,30121,3714645
48995,56001,3714556
53393,60400,3714482
54611,61618,3714466
47042,54048,3714363
27446,33971,3714119
58129,65136,3713869
57472,64479,3713742
53473,60480,3713483
45698,52704,3713168
56397,63404,3713119
48157,55163,3713088
47410,54416,3712991
53236,60243,3712173
48611,55617,3711999
50640,57647,3711533
47962,54968,3710934
52250,59257,3710705
51453,58460,3710203
27100,33618,3709839
49327,56333,3709449
52724,59731,3709097
49885,56892,3708696
52689,59696,3708455
50775,57782,3708057
49195,56201,3707794
27235,33753,3707760
51288,58295,3707699
50906,57913,3707450
57455,64462,3707198
47373,54379,3707170
49280,56286,3706989
52027,59034,3706945
47727,54733,3706548
55325,62332,3706429
45799,52805,3706421
52635,59642,3706322
53670,60677,3705975
19819,24708,3705930
51954,58961,3705238
45874,52880,3704764
55035,62042,3703868
51788,58795,3703669
50230,57237,3702842
53317,60324,3702796
48118,55124,3702079
47973,54979,3701488
13718,17298,3701418
55202,62209,3701415
57764,64771,3701054
46997,54003,3700843
54700,61707,3700825
33143,39866,3700680
51248,58255,3700659
22220,27701,3700407
47708,54714,3700311
47963,54969,3700171
50229,57236,3700117
45937,52943,3700071
52256,59263,3699971
47537,54543,3699829
52289,59296,3699654
49182,56188,3699580
56697,63704,3699245
49669,56675,3699110
50362,57369,3699079
47117,54123,3697821
50474,57481,3697419
47571,54577,3697126
26037,32478,3696509
49261,56267,3696355
32911,39626,3696046
33464,40196,3696013
47253,54259,3695714
46373,53379,3695581
50897,57904,3694348
49585,56591,3694195
47361,54367,3694032
49751,56757,3693869
51048,58055,3693858
49765,56771,3692993
47620,54626,3692817
48642,55648,3691998
50797,57804,3691928
48835,55841,3691620
47891,54897,3691423
48170,55176,3691385
57302,64309,3691004
52676,59683,3690698
50606,57613,3690653
55654,62661,3690627
51461,58468,3690347
47257,54263,3689804
52017,59024,3689213
53328,60335,3688230
55018,62025,3687902
57673,64680,3687263
39753,46674,3687241
592,1573,3687078
8405,10692,3686447
47989,54995,3686004
48248,55254,3685890
48603,55609,3685836
49873,56880,3685298
48114,55120,3685152
41592,48574,3685061
49575,56581,3684777
51216,58223,3684550
47263,54269,3684330
46874,53880,3684237
51175,58182,3684071
50592,57599,3683769
56457,63464,3683682
52424,59431,3683502
33305,40033,3683408
58027,65034,3683328
49872,56879,3683227
46429,53435,3683183
48175,55181,3683044
52545,59552,3682381
48247,55253,3682173
24103,30076,3681846
55412,62419,3680974
51075,58082,3680885
51199,58206,3680424
46227,53233,3679446
51886,58893,3678815
49339,56345,3678543
50336,57343,3678486
53001,60008,3678255
50436,57443,3678174
47592,54598,3677677
55795,62802,3677633
46281,53287,3677227
48871,55877,3674912
24489,30568,3673715
55934,62941,3673708
47716,54722,3673307
51545,58552,3673047
55426,62433,3672911
52435,59442,3672810
53197,60204,3672382
40913,47876,3672275
50122,57129,3672216
56986,63993,3671655
49792,56799,3671647
50998,58005,3671554
51571,58578,3670828
50543,57550,3670677
51496,58503,3670455
53667,60674,3670391
47187,54193,3670183
51307,58314,3670117
25164,31379,3669472
27980,34522,3669401
48061,55067,3668886
33240,39966,3668494
52277,59284,3668188
55076,62083,3668125
53347,60354,3668086
45822,52828,3668068
47810,54816,3668031
28838,35408,3667885
47504,54510,3666977
51417,58424,3666729
48424,55430,3666315
50528,57535,3666134
33274,40002,3666083
47723,54729,3665055
47376,54382,3664769
48776,55782,3664752
53370,60377,3664488
52770,59777,3663461
54651,61658,3663176
39833,46755,3663131
49009,56015,3662378
3835,5012,3662260
35715,42528,3660806
57771,64778,3660004
51400,58407,3659858
48517,55523,3659650
29553,36148,3659292
54691,61698,3659205
51472,58479,3659042
48598,55604,3658693
52763,59770,3658141
46376,53382,3658082
53431,60438,3658020
15575,19543,3657988
26279,32773,3657763
52780,59787,3657666
35455,42257,3657554
51692,58699,3657289
4405,5696,3657248
47927,54933,3656215
49856,56863,3656212
53422,60429,3655680
49373,56379,3655457
50819,57826,3655201
53843,60850,3654968
47797,54803,3654935
53263,60270,3654102
31183,37850,3653964
28954,35526,3653137
25884,32288,3653113
47756,54762,3653029
53404,60411,3653007
50541,57548,3652390
47404,54410,3652257
53594,60601,3651101
51882,58889,3651062
49538,56544,3650985
53629,60636,3650777
35684,42496,3650557
56132,63139,3650411
48259,55265,3650199
29612,36211,3650197
49379,56385,3649912
52661,59668,3649723
53183,60190,3649544
59786,11367,3649391
47626,54632,3649110
52418,59425,3648630
47753,54759,3648310
47261,54267,3648270
57618,64625,3648073
37967,44841,3647866
47091,54097,3647426
46375,53381,3647277
53666,60673,3647092
42082,49087,3646981
27450,33975,3646021
48106,55112,3645900
50310,57317,3645836
46088,53094,3645793
47320,54326,3645261
54204,61211,3645158
51590,58597,3644855
55950,62957,3644826
987,2009,3644796
30293,36929,3644647
46657,53663,3644134
40264,47203,3644065
4876,6308,3643415
53671,60678,3643213
56002,63009,3643118
6267,8042,3643058
49060,56066,3643027
48445,55451,3642682
45839,52845,3642428
46397,53403,3641579
53051,60058,3641298
38682,45572,3641267
51737,58744,3640989
51074,58081,3640918
51622,58629,3640725
55339,62346,3640708
45886,52892,3639801
48477,55483,3639695
38028,44903,3639220
41234,48207,3638684
53779,60786,3638543
46489,53495,3638515
46592,53598,3637918
52854,59861,3637761
49399,56405,3637631
34355,41124,3637190
47622,54628,3637171
53299,60306,3637044
52594,59601,3636880
46237,53243,3636399
49324,56330,3635556
57926,64933,3635313
48967,55973,3635279
28762,35328,3634617
46564,53570,3633915
49409,56415,3633678
50342,57349,3633657
48019,55025,3633515
54060,61067,3633374
46545,53551,3633309
54503,61510,3633200
29431,36022,3631987
37815,44682,3631889
50884,57891,3631573
50296,57303,3631060
47184,54190,3630777
38836,45730,3630708
49113,56119,3630590
47034,54040,3630531
50966,57973,3630442
49374,56380,3630264
32570,39266,3629508
58107,65114,3629428
49633,56639,3629415
49477,56483,3629406
48156,55162,3629114
46359,53365,3628912
53325,60332,3628412
48197,55203,3627973
51760,58767,3627666
4901,6338,3627222
56531,63538,3626361
46739,53745,3626053
50466,57473,3625911
50233,57240,3625502
49578,56584,3625142
47594,54600,3624681
48102,55108,3624681
52981,59988,3623969
49335,56341,3623189
46666,53672,3623132
52563,59570,3622986
41836,48829,3622839
47736,54742,3622533
48230,55236,3622342
47123,54129,3622317
38648,45538,3621946
48716,55722,3621838
47663,54669,3621703
51270,58277,3621518
49520,56526,3621516
54233,61240,3621017
29756,36363,3620204
53018,60025,3619831
51045,58052,3618733
35277,42073,3617969
47859,54865,3617901
61880,24602,3616914
49150,56156,3616700
59735,11061,3616622
3480,4645,3615803
70,1040,3615632
28036,34579,3614549
29046,35623,3614193
7092,9075,3614185
50112,57119,3613995
49404,56410,3613946
53639,60646,3613237
11721,14809,3612934
53450,60457,3612762
42004,49004,3612469
47322,54328,3611911
48812,55818,3611615
50671,57678,3611364
58490,65497,3611358
49127,56133,3610526
49500,56506,3610437
50335,57342,3609881
1130,2163,3609620
53303,60310,3609279
50263,57270,3609115
57784,64791,3607231
976,1994,3606884
56726,63733,3606315
59402,9056,3605163
46311,53317,3605133
30877,37537,3604775
30312,36950,3604758
53006,60013,3604524
47869,54875,3604356
46478,53484,3604161
51956,58963,3603410
48015,55021,3602706
49673,56679,3602705
52650,59657,3601099
51004,58011,3600244
39170,46077,3600103
47642,54648,3599666
50012,57019,3599438
51574,58581,3599321
50627,57634,3599230
489,1470,3599086
50789,57796,3598579
55457,62464,3598355
45817,52823,3598155
48702,55708,3597990
50542,57549,3597852
46760,53766,3597424
50851,57858,3596675
56907,63914,3596407
33465,40197,3596290
49577,56583,3596076
46456,53462,3595989
48201,55207,3595753
49202,56208,3595608
6791,8687,3595543
39842,46764,3595520
34247,41014,3595405
47459,54465,3594817
50301,57308,3594658
52367,59374,3594535
49527,56533,3594534
37415,44275,3593695
47864,54870,3593613
51097,58104,3593554
9745,12367,3593547
28751,35317,3593199
37099,43954,3592056
48726,55732,3591708
56917,63924,3591697
713,1705,3591350
9913,12581,3590873
50860,57867,3590378
50561,57568,3590238
53506,60513,3590059
50243,57250,3589935
33154,39877,3589558
38392,45278,3588908
47259,54265,3588861
27398,33921,3588609
51134,58141,3588496
49977,56984,3588293
55655,62662,3588092
46578,53584,3587969
46695,53701,3587876
37725,44592,3587766
45480,52486,3587554
51304,58311,3587447
36926,43773,3587433
50205,57212,3587400
54885,61892,3586749
51681,58688,3586612
27590,34121,3586504
49623,56629,3586437
33534,40272,3586254
52116,59123,3586037
52335,59342,3585915
51798,58805,3585896
50935,57942,3585158
49361,56367,3584694
48449,55455,3584217
53120,60127,3583861
34511,41285,3583855
47397,54403,3583556
51988,58995,3583326
50094,57101,3582875
33336,40064,3582475
52523,59530,3582462
57002,64009,3582199
49237,56243,3582181
48880,55886,3581638
47542,54548,3581529
50758,57765,3581424
49041,56047,3581166
49561,56567,3581119
46936,53942,3580716
49020,56026,3580702
51970,58977,3580167
52673,59680,3580148
53155,60162,3580116
47311,54317,3579854
49115,56121,3579792
39229,46138,3579477
53668,60675,3579405
52054,59061,3579305
51232,58239,3578800
36494,43323,3578212
39412,46323,3578163
51814,58821,3577768
41413,48390,3577580
46634,53640,3577328
49860,56867,3576872
53464,60471,3576015
51744,58751,3575840
46935,53941,3574988
39444,46358,3574597
50614,57621,3574341
50126,57133,3573880
51308,58315,3573813
46601,53607,3573408
51527,58534,3573272
57739,64746,3573034
50324,57331,3572515
52544,59551,3572190
50383,57390,3572083
49714,56720,3571880
49572,56578,3571869
54857,61864,3571579
34161,40927,3571327
47990,54996,3571227
49137,56143,3570215
51565,58572,3570207
29130,35712,3569857
53863,60870,3569622
55502,62509,3569590
29810,36418,3569245
50026,57033,3569182
48742,55748,3568641
53975,60982,3568442
52189,59196,3568302
56746,63753,3567935
49780,56787,3567425
28665,35228,3566923
48402,55408,3566623
50029,57036,3566177
1289,2326,3566133
5233,6755,3565969
50237,57244,3565963
39140,46045,3565758
53395,60402,3565621
51038,58045,3565070
56268,63275,3565054
50411,57418,3563893
29786,36394,3563594
58284,65291,3563564
52124,59131,3563552
35985,42804,3563421
45872,52878,3563246
6921,8857,3562901
51390,58397,3562376
47668,54674,3561858
49357,56363,3561105
53841,60848,3560582
50441,57448,3560288
35529,42333,3560258
48643,55649,3559873
53886,60893,3559738
47581,54587,3559703
52091,59098,3559024
51027,58034,3557816
31547,38221,3557687
52057,59064,3557616
24831,30976,3557594
53396,60403,3557033
40005,46936,3556692
28403,34959,3556601
47975,54981,3556585
54348,61355,3556551
51937,58944,3556546
48171,55177,3556166
56861,63868,3555854
53154,60161,3555794
29314,35902,3555731
31366,38038,3555506
50099,57106,3555479
32432,39124,3555347
47796,54802,3555297
56516,63523,3554584
49359,56365,3554216
47805,54811,3554019
52310,59317,3553487
52045,59052,3553485
55280,62287,3553418
49603,56609,3552838
53926,60933,3552807
49371,56377,3552737
50444,57451,3552564
46694,53700,3551766
46834,53840,3551301
52682,59689,3551239
53883,60890,3550913
48805,55811,3550416
50754,57761,3550397
49710,56716,3550121
53270,60277,3549486
46734,53740,3549074
55114,62121,3549018
30019,36637,3548941
51973,58980,3548934
46814,53820,3548897
50401,57408,3548781
60048,13044,3548679
40660,47615,3548190
34165,40931,3548086
27749,34285,3547873
49109,56115,3547668
36485,43314,3547374
26737,33245,3546392
41050,48016,3546316
52991,59998,3545555
54925,61932,3545474
47360,54366,3545460
58301,65308,3545328
53746,60753,3545292
35698,42510,3544709
50772,57779,3544522
52940,59947,3544356
3196,4352,3543881
9436,11979,3543753
52669,59676,3543665
51144,58151,3543372
53623,60630,3543336
47393,54399,3543093
55460,62467,3543061
51532,58539,3543028
52712,59719,3543000
48560,55566,3542726
47835,54841,3542636
46444,53450,3542489
48251,55257,3542236
55924,62931,3541907
52629,59636,3541670
51355,58362,3541141
63299,33347,3541008
46448,53454,3540954
53777,60784,3540947
52506,59513,3540618
57875,64882,3540579
52732,59739,3540116
48461,55467,3539968
53599,60606,3539958
35274,42070,3539630
51489,58496,3539442
19150,23877,3539246
46953,53959,3538987
52028,59035,3537686
37388,44248,3537502
56383,63390,3537262
53920,60927,3536611
50202,57209,3535966
33285,40013,3535749
48791,55797,3535543
47111,54117,3535090
52996,60003,3535001
51285,58292,3534553
49456,56462,3534523
47593,54599,3534150
33298,40026,3533954
56450,63457,3533755
59524,9706,3533693
51030,58037,3533502
57197,64204,3532895
47055,54061,3532489
46912,53918,3532463
38594,45483,3532136
47920,54926,3531990
4746,6139,3531777
57337,64344,3531541
46715,53721,3531015
17603,22011,3530975
47587,54593,3530751
